-2250.0 -288.6751345948129 408.248290463863 250.0 1.5 0.1
-2000.0 -433.0127018922193 816.496580927726 250.0 1.5 0.1
-1250.0 -433.0127018922193 0.0 250.0 1.5 0.1
-1500.0 -288.6751345948129 408.248290463863 250.0 1.5 0.1
-1500.0 0.0 0.0 250.0 1.5 0.1
-1250.0 433.0127018922193 0.0 250.0 1.5 0.1
-500.0 -433.0127018922193 0.0 250.0 1.5 0.1
-750.0 -288.6751345948129 408.248290463863 250.0 1.5 0.1
-500.0 144.33756729740642 -408.248290463863 250.0 1.5 0.1
-750.0 0.0 0.0 250.0 1.5 0.1
-500.0 144.33756729740642 408.248290463863 250.0 1.5 0.1
-500.0 433.0127018922193 0.0 250.0 1.5 0.1
-750.0 577.3502691896257 408.248290463863 250.0 1.5 0.1
250.0 144.33756729740642 -408.248290463863 250.0 1.5 0.1
